SEASON,Logistical_Area,Year,MONTH,AREA,METHOD,ITEM_GROUP,Item,ADIPOSE_MODIFIER,Disposition,RETAINABLE,ESTIMATE,VARIANCE,UNITS,BCF,BCF_SD,ESTIMATE_CAL,VARIANCE_CAL,UNITS_CAL,SE_CAL,CALIBRATED,PROP_GUIDED,PROP_LODGE,PROP_RESIDENT
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,190.6439242,4088.293635,Fisher days,1.86976,0.07679614,101.96171,1186.9576,Boat trips,34.45225,Yes,0.21422,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,0.61491,0.103869673,3.61473,7.56065,Pieces,2.74966,Yes,1,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,161.1469527,8239.266531,Pieces,1.17605,0.169408658,137.0239,6346.72265,Pieces,79.66632,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.23,0.149,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.42,0.254,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,685.9529595,10908.32727,Pieces,0.89128,0.094595385,769.62678,20404.11884,Pieces,142.84299,Yes,0.11389,0.04193,0.98623
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,940.7029606,59285.76367,Pieces,0.84346,0.076883752,1115.29054,93668.9839,Pieces,306.05389,Yes,0.03472,0.00473,0.99331
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,25.87317875,69.72892423,Pieces,NA,NA,25.87317875,69.72892,Pieces,8.35038,No,0.63714,0,0.76696
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,72.65087152,2011.29392,Pieces,NA,NA,72.65087152,2011.29392,Pieces,44.84745,No,0.03059,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Perches,Not Applicable,Released,Unspecified,132.7091328,16284.62259,Pieces,0.03418,39.60741248,3882.65456,2.02426E+13,Pieces,4499179.448,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,SALMON,Pink,Not Applicable,Released,Unspecified,6.507352941,35.83828936,Pieces,1.50435,0.243093517,4.32569,16.32475,Pieces,4.04039,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,88.05309264,703.0427708,Pieces,0.41161,0.058010258,213.9236,5058.61685,Pieces,71.12395,Yes,0.17834,0.07573,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,191.7865837,4990.601369,Pieces,1.15606,0.327638072,165.89674,5944.72015,Pieces,77.10201,Yes,0.05924,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Sculpins,Not Applicable,Kept,Legal Size,13.27091328,162.8462259,Pieces,0.28812,0.190989649,46.06037,2893.93214,Pieces,53.79528,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Steelhead,Not Applicable,Released,Unspecified,2.470149254,3.631488082,Pieces,NA,NA,2.470149254,3.63149,Pieces,1.90565,No,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,Surf Smelt,Not Applicable,Released,Unspecified,2.222735675,2.717818205,Pieces,NA,NA,2.222735675,2.71782,Pieces,1.64858,No,1,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Tiger,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,0.21865,0.227000613,10.16572,168.23512,Pieces,12.97055,Yes,1,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Tiger,Not Applicable,Released,Unspecified,26.02941176,358.319631,Pieces,0.15182,0.300461226,171.44916,130676.082,Pieces,361.49147,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,NA,NA,2.222735675,2.71782,Pieces,1.64858,No,1,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,SALMON,Unknown Salmonid,Not Applicable,Released,Unspecified,5.371195058,9.482155312,Pieces,NA,NA,5.371195058,9.48216,Pieces,3.07931,No,1,0,0.41383
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,6.507352941,35.83828936,Pieces,0.06058,0.400101323,107.41751,513070.8095,Pieces,716.28961,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,74.89394838,1028.416752,Pieces,1.03691,0.18876382,72.22801,1129.39324,Pieces,33.60645,Yes,0.20775,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Kept,Legal Size,8.582017112,24.08043429,Pieces,0.42882,0.084187973,20.0131,146.3902,Pieces,12.09918,Yes,1,0.259,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,ROCKFISH,Yellowtail,Not Applicable,Released,Unspecified,2.119760479,2.373624009,Pieces,0.1622,0.096051503,13.06881,150.11488,Pieces,12.25214,Yes,1,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,68.13038804,890.7193058,Pieces,NA,NA,68.13038804,890.71931,Pieces,29.84492,No,0.22837,0,1
2025-2026,Nanaimo,2025,5,Area 17,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,60.13978661,1960.129518,Pieces,NA,NA,60.13978661,1960.12952,Pieces,44.27335,No,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,29.59493263,213.602307,Pieces,1.76915,0.14063428,16.72833,70.01422,Pieces,8.36745,Yes,0.59863,0.07511,0.89361
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,6.507352941,35.83828936,Pieces,1.74767,0.195909392,3.72344,11.90774,Pieces,3.45076,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Bocaccio Rockfish,Not Applicable,Released,Unspecified,2.222735675,2.717818205,Pieces,0.46731,0.262781382,4.75645,19.59937,Pieces,4.42712,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Canary,Not Applicable,Kept,Legal Size,6.507352941,35.83828936,Pieces,1.26178,0.128794339,5.15728,22.78735,Pieces,4.77361,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Canary,Not Applicable,Released,Unspecified,41.94012219,703.5175373,Pieces,1.70749,0.439084328,24.56244,281.19608,Pieces,16.7689,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,16.62749758,72.38050296,Pieces,0.42668,0.121062143,38.96948,519.82664,Pieces,22.79971,Yes,0.13368,0,0.13368
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,China,Not Applicable,Released,Unspecified,8.642857143,48.77040816,Pieces,1.26616,0.260618511,6.82604,32.39551,Pieces,5.69171,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),49.54815157,504.2231749,Pieces,0.99775,0.043274314,49.65989,511.1389,Pieces,22.60838,Yes,0.1084,0,0.67864
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),49.25811798,847.7267596,Pieces,0.78112,0.056483068,63.06088,1410.17106,Pieces,37.55224,Yes,0.19175,0,0.80825
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),4.860936408,18.76776636,Pieces,0.78112,0.056483068,6.22303,30.96184,Pieces,5.56434,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,55.55503675,928.8228011,Pieces,0.78112,0.056483068,71.12228,1548.73904,Pieces,39.35402,Yes,0.28336,0,0.71664
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),3.148459384,6.764337107,Pieces,0.78112,0.056483068,4.0307,11.17133,Pieces,3.34235,Yes,1,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,47.77039939,344.0114859,Pieces,0.45112,0.10272378,105.89289,2271.81918,Pieces,47.6636,Yes,0.33731,0.29078,0.73637
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,54.07112503,1772.284669,Pieces,1.76068,0.324269619,30.71036,603.69637,Pieces,24.57023,Yes,0,0,0.88354
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Dogfish,Not Applicable,Kept,Legal Size,55.4984051,2802.580944,Pieces,0.34622,0.492896917,160.29809,75459.73912,Pieces,274.69936,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Dogfish,Not Applicable,Released,Unspecified,33.29904306,1008.92914,Pieces,0.7936,0.056979448,41.95948,1611.05693,Pieces,40.13797,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,1540.235125,24693.21266,Fisher days,1.86976,0.07679614,823.76087,8208.01759,Boat trips,90.59811,Yes,0.11754,0.02083,0.7797
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,272.6941168,8690.109947,Fisher days,1.86976,0.07679614,145.84445,2521.61049,Boat trips,50.21564,Yes,0.05647,0.00815,0.91662
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,49.21234476,837.2985125,Pieces,0.61491,0.103869673,80.03178,2397.16506,Pieces,48.96085,Yes,0,0,0.93602
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Greenling,Not Applicable,Released,Unspecified,19.52205882,179.1492717,Pieces,1.17605,0.169408658,16.59968,135.24562,Pieces,11.62951,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,0,0,Pieces,1.23,0.149,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.42,0.254,0,0,Pieces,0,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,740.8091988,9519.968423,Pieces,0.89128,0.094595385,831.17449,19766.23384,Pieces,140.59244,Yes,0.12563,0.006,0.71304
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,760.4709349,31243.37814,Pieces,0.84346,0.076883752,901.60877,50670.86843,Pieces,225.10191,Yes,0.05548,0,0.7843
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Kept,Legal Size,39.20497173,909.546325,Pieces,NA,NA,39.20497173,909.54633,Pieces,30.15869,No,0.17009,0.0567,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Other and unknown finfish,Not Applicable,Released,Unspecified,4.445471349,10.87127282,Pieces,NA,NA,4.445471349,10.87127,Pieces,3.29716,No,1,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Kept,Legal Size,2.658333333,4.408402778,Pieces,NA,NA,2.658333333,4.4084,Pieces,2.09962,No,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,26.02941176,214.9242984,Pieces,NA,NA,26.02941176,214.9243,Pieces,14.6603,No,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,13.27091328,162.8462259,Pieces,3.50147,0.630825418,3.7901,13.74866,Pieces,3.70792,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,72.87624359,603.2174291,Pieces,0.41161,0.058010258,177.05168,4183.06791,Pieces,64.67664,Yes,0.3324,0.0305,0.91359
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Quillback,Not Applicable,Released,Unspecified,82.00053834,1673.773199,Pieces,1.15606,0.327638072,70.93104,1656.4902,Pieces,40.7,Yes,0.07936,0,0.87192
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Sculpins,Not Applicable,Kept,Legal Size,26.54182655,325.6924519,Pieces,0.28812,0.190989649,92.12074,7652.34396,Pieces,87.47768,Yes,0.5,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,Sculpins,Not Applicable,Released,Unspecified,32.53676471,895.957234,Pieces,0.20136,0.076688018,161.58505,25884.52107,Pieces,160.88667,Yes,0,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Vermilion,Not Applicable,Released,Unspecified,3.148459384,6.764337107,Pieces,1.58469,0.273268307,1.9868,2.811,Pieces,1.6766,Yes,0,0,0
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Kept,Legal Size,6.507352941,35.83828936,Pieces,0.06058,0.400101323,107.41751,513070.8095,Pieces,716.28961,Yes,1,0,1
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,ROCKFISH,Yelloweye,Not Applicable,Released,Unspecified,9.655812325,42.60262647,Pieces,1.03691,0.18876382,9.3121,42.49739,Pieces,6.519,Yes,0,0,0.67393
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Kept,Legal Size,137.9201105,1548.712461,Pieces,NA,NA,137.9201105,1548.71246,Pieces,39.35368,No,0.11281,0,0.97717
2025-2026,Nanaimo,2025,5,Area 18,Angling from boat,FINFISH,all flatfish but halibut,Not Applicable,Released,Unspecified,30.6357372,137.3450927,Pieces,NA,NA,30.6357372,137.34509,Pieces,11.71943,No,0.21766,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,2.222735675,2.717818205,Pieces,1.76915,0.14063428,1.25639,0.87832,Pieces,0.93719,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,15.49364895,165.5640441,Pieces,1.74767,0.195909392,8.86532,55.19357,Pieces,7.42924,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),54.73309429,1488.663039,Pieces,0.99775,0.043274314,54.85652,1501.04544,Pieces,38.74333,Yes,0.2726,0.04061,0.88984
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),32.83874532,678.4422521,Pieces,0.78112,0.056483068,42.04059,1121.17122,Pieces,33.48389,Yes,0.19175,0,0.80825
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),31.40276296,670.1526701,Pieces,0.78112,0.056483068,40.20223,1106.7945,Pieces,33.26852,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,47.63198872,856.1330903,Pieces,0.78112,0.056483068,60.97909,1422.59837,Pieces,37.71735,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),0,0,Pieces,0.99775,0.043274314,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),0,0,Pieces,0.78112,0.056483068,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Copper,Not Applicable,Kept,Legal Size,11.09968102,112.1032377,Pieces,0.45112,0.10272378,24.60472,582.24105,Pieces,24.12967,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Copper,Not Applicable,Released,Unspecified,22.19936204,448.412951,Pieces,1.76068,0.324269619,12.6084,150.04189,Pieces,12.24916,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,EFFORT,Adult effort,Not Applicable,N/A,N/A,373.8536539,20147.79427,Fisher days,1.86976,0.07679614,199.9474,5830.53826,Boat trips,76.35796,Yes,0.08135,0.00595,0.97545
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,EFFORT,Juvenile effort,Not Applicable,N/A,N/A,42.03547551,1468.333852,Fisher days,1.86976,0.07679614,22.48175,420.85631,Boat trips,20.51478,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,FINFISH,Greenling,Not Applicable,Kept,Legal Size,33.29904306,1008.92914,Pieces,0.61491,0.103869673,54.15271,2751.99263,Pieces,52.45944,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,HALIBUT,Halibut,Not Applicable,Kept,Legal Size,7.083672083,21.48558456,Pieces,1.23,0.149,5.75908,14.6883,Pieces,3.83253,Yes,0.31378,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,HALIBUT,Halibut,Not Applicable,Released,Unspecified,0,0,Pieces,1.42,0.254,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,LINGCOD,Lingcod,Not Applicable,Kept,Legal Size,97.32917663,2256.185211,Pieces,0.89128,0.094595385,109.20157,2974.51253,Pieces,54.53909,Yes,0.04567,0.02284,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,LINGCOD,Lingcod,Not Applicable,Released,Unspecified,197.1169552,14884.69256,Pieces,0.84346,0.076883752,233.70042,21376.16478,Pieces,146.2059,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Other and unknown rockfish,Not Applicable,Released,Unspecified,163.8179121,19267.99178,Pieces,NA,NA,163.8179121,19267.99178,Pieces,138.80919,No,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,FINFISH,Pacific cod,Not Applicable,Kept,Legal Size,4.860936408,18.76776636,Pieces,2.23614,0.249627511,2.17381,3.8122,Pieces,1.95249,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,FINFISH,Pacific cod,Not Applicable,Released,Unspecified,4.860936408,18.76776636,Pieces,3.50147,0.630825418,1.38826,1.59333,Pieces,1.26227,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (GS),Angling from boat,ROCKFISH,Quillback,Not Applicable,Kept,Legal Size,6.507352941,35.83828936,Pieces,0.41161,0.058010258,15.80951,216.49618,Pieces,14.71381,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Black,Not Applicable,Kept,Legal Size,105.4501875,2387.913096,Pieces,1.76915,0.14063428,59.605,785.38804,Pieces,28.02478,Yes,0.06171,0.02108,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Black,Not Applicable,Released,Unspecified,132.3652256,2342.011681,Pieces,1.74767,0.195909392,75.73811,838.85994,Pieces,28.96308,Yes,0.06717,0.01679,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Canary,Not Applicable,Kept,Legal Size,13.27091328,162.8462259,Pieces,1.26178,0.128794339,10.51761,103.43719,Pieces,10.17041,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,Canary,Not Applicable,Released,Unspecified,13.27091328,162.8462259,Pieces,1.70749,0.439084328,7.77218,59.84943,Pieces,7.73624,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,ROCKFISH,China,Not Applicable,Kept,Legal Size,38.6187347,393.6381028,Pieces,0.42668,0.121062143,90.50983,2821.66661,Pieces,53.11936,Yes,0,0,0.91847
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),446.460483,6283.875311,Pieces,0.99775,0.043274314,447.46728,6688.89979,Pieces,81.78569,Yes,0.37114,0.01494,0.90516
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Adipose Marked,Released,Legal Size (All or Lower),520.1511122,26607.81219,Pieces,0.78112,0.056483068,665.90423,45927.34464,Pieces,214.30666,Yes,0.12502,0.02137,0.93073
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),50.16801073,408.9127524,Pieces,0.99775,0.043274314,50.28114,415.51493,Pieces,20.38418,Yes,0.20436,0,0.88425
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),462.7283604,18833.54414,Pieces,0.78112,0.056483068,592.39088,32702.07311,Pieces,180.83715,Yes,0.1553,0.0048,0.94874
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Applicable,Released,Sublegal Size,181.2167054,13632.91627,Pieces,0.78112,0.056483068,231.99599,22625.02991,Pieces,150.41619,Yes,0.13287,0,0.9305
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Checked,Kept,Legal Size (All or Lower),16.47087608,121.5853931,Pieces,0.99775,0.043274314,16.50802,122.64701,Pieces,11.07461,Yes,0.3261,0,0.80885
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Chinook,Not Checked,Released,Legal Size (All or Lower),11.09968102,112.1032377,Pieces,0.78112,0.056483068,14.20996,184.7869,Pieces,13.59363,Yes,0,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Adipose Marked,Kept,Legal Size,4.445471349,5.433123402,Pieces,0.9053,0.046209447,4.9105,6.69208,Pieces,2.5869,Yes,1,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Adipose Marked,Released,Unspecified,24.38459165,209.0390834,Pieces,0.80271,0.052107393,30.37783,328.3105,Pieces,18.11934,Yes,0.45577,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Adipose Marked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Adipose Marked,Released,Unspecified,26.02941176,214.9875611,Pieces,0.80271,0.052107393,32.42692,338.08464,Pieces,18.38708,Yes,0.25,0,1
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Checked,Kept,Legal Size,0,0,Pieces,0.9053,0.046209447,0,0,Pieces,0,Yes,0,0,0
2025-2026,Victoria,2025,5,Area 19 (JDF),Angling from boat,SALMON,Coho,Not Checked,Released,Unspecified,0,0,Pieces,0.80271,0.052107393,0,0,Pieces,0,Yes,0,0,0
